Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,classe_real,classe_predita,prob_Benign,prob_Malicious
28.8,6,198.0,134.22116406179998,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,692,66,98,69.2,10.119288512538814,69.2,0.0079057931900024,10,102.4,Benign,Benign,0.9999766945838928,2.329504059161991e-05
29.6,6,52.8,866.323246927605,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,12607,156,1514,1260.7,535.7424858186171,1260.7,0.0011544942855834,10,287020.0111111111,Malicious,Malicious,0.025002121925354004,0.974997878074646
10.28,6,65.72,1962.4402865310744,0.0,0.01,0.0,0.0,0.49,0.0,0.0,49,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,1.0,1.0,92696,74,1514,926.96,579.6517575234284,926.96,0.0005095791816711,100,335996.15999999945,Malicious,Malicious,0.0,1.0
10.24,6,65.91,2294.1005305475032,0.0,0.01,0.0,0.0,0.5,0.0,0.0,50,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94086,60,1514,940.86,576.873934025083,940.86,0.0004359102249145,100,332783.5357575758,Malicious,Malicious,0.0,1.0
29.6,6,79.1,194.5139359087325,0.1,0.0,0.0,0.2,0.9,0.0,0.0,9,0,1,0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,8513,66,1514,851.3,706.0994657663717,851.3,0.0053625106811523,10,498576.4555555555,Benign,Benign,0.9945809245109558,0.005419050343334675
24.0,6,75.3,146.46041246185112,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,9985,60,1514,998.5,678.7942332630053,998.5,0.0069483995437622,10,460761.6111111111,Benign,Benign,0.9861940145492554,0.01380599569529295
10.4,6,64.0,2198.2264522756336,0.0,0.0,0.02,0.0,0.5,0.0,0.0,50,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,1.0,1.0,93772,60,1514,937.72,580.8315891456791,937.72,0.0004549217224121,100,337365.334949495,Malicious,Malicious,0.0,1.0
19.2,6,108.7,96.93307849993414,0.1,0.1,0.0,0.1,0.4,0.0,0.0,4,1,1,0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1485,60,441,148.5,140.15804571189545,148.5,0.0109016895294189,10,19644.277777777777,Benign,Benign,0.9761584997177124,0.023841492831707
29.6,6,217.5,378.6156345910814,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,898,66,214,89.8,52.003846011617256,89.8,0.0040147066116333,10,2704.4,Benign,Benign,0.9999659061431885,3.411272700759582e-05
32.8,6,62.8,228.2477783642884,0.0,0.1,0.0,0.3,1.0,0.1,0.0,10,1,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9954,74,1514,995.4,675.2376042714315,995.4,0.0044528007507324,10,455945.8222222222,Benign,Benign,0.9916244745254517,0.008375497534871101
32.0,6,63.5,407.8316673797207,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16558,156,2962,1655.8,805.6260229715081,1655.8,0.0024706125259399,10,649033.2888888889,Benign,Benign,0.9987536668777466,0.0012463313760235906
32.0,6,213.7,1506.2500897795016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0008635997772216,10,0.0,Benign,Benign,0.9983139634132385,0.0016860305331647396
15.2,17,89.6,128.1493929079921,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1553,66,317,155.3,83.57305520055824,155.3,0.0084705114364624,10,6984.455555555555,Benign,Benign,0.9634835124015808,0.03651648759841919
30.8,6,69.5,374.9668329489174,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15709,60,4410,1570.9,1363.87327938567,1570.9,0.0026841163635253,10,1860150.322222222,Benign,Benign,0.9993113279342651,0.0006886497722007334
10.0,6,64.0,1360.9121408964368,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0007409214973449,100,328181.8181818182,Malicious,Malicious,0.0,1.0
26.96,6,66.33,888.770601921504,0.0,0.0,0.0,0.16,0.79,0.0,0.0,79,0,0,0,0.0,0.79,0.02,0.0,0.0,0.0,0.0,0.79,0.21,0.0,0.0,0.0,0.0,1.0,1.0,121251,60,3075,1212.51,853.6358542236619,1212.51,0.0011327314376831,100,728694.171616161,Malicious,Malicious,0.0,1.0
9.76,6,64.53,1368.9830635711744,0.01,0.0,0.0,0.01,0.45,0.0,0.0,45,0,1,0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.45,0.08,0.0,0.02,0.0,0.0,0.98,0.98,84866,60,1514,848.66,597.9304581030079,848.66,0.0007304787635803,100,357520.832727273,Malicious,Malicious,0.0,1.0
27.2,6,164.0,107.8096990852005,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,894,62,214,89.4,52.22217494087695,89.4,0.0092756986618041,10,2727.155555555556,Benign,Benign,0.9999423623085022,5.7626646594144404e-05
9.8,6,60.69,703.3233560546989,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.48,0.01,0.0,0.05,0.0,0.0,0.95,0.95,88827,60,1514,888.27,597.108400137824,888.27,0.0014218306541442,100,356538.44151515176,Malicious,Malicious,0.0,1.0
9.88,6,65.91,923.4121060812208,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.0,0.0,0.0,1.0,1.0,93116,230,1514,931.16,574.3543537193423,931.16,0.0010829615592956,100,329882.9236363633,Malicious,Malicious,0.0,1.0
10.08,6,65.6,2812.4775366789154,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,1.0,1.0,92662,60,1514,926.62,580.1494544468258,926.62,0.0003575682640075,100,336573.3894949496,Malicious,Malicious,0.0,1.0
9.6,6,65.17,698.9050614455322,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.02,0.02,0.0,0.98,0.98,90940,60,1514,909.4,586.5928672590487,909.4,0.0014308190345764,100,344091.191919192,Malicious,Malicious,0.0,1.0
15.2,6,57.2,84.13174469450796,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3,1,0,0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.3,0.1,0.0,0.7,0.7,962,60,170,96.2,45.20029498428818,96.2,0.0123408079147338,10,2043.0666666666668,Benign,Benign,0.9670794606208801,0.03292056545615196
24.8,6,107.4,167.15435749469958,0.1,0.0,0.0,0.2,0.7,0.0,0.0,7,0,1,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,704,60,102,70.4,14.477568856683089,70.4,0.0059826135635375,10,209.6,Benign,Benign,0.9927942752838135,0.00720571493729949
10.0,6,66.45,2388.8687014814013,0.0,0.0,0.0,0.01,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01,0.0,1.0,1.0,92755,98,1514,927.55,578.811537077955,927.55,0.0004214692115783,100,335022.79545454483,Malicious,Malicious,0.0,1.0
28.4,6,154.7,171.10947928395424,0.1,0.0,0.0,0.4,0.9,0.0,0.0,9,0,1,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1638,60,391,163.8,138.0851589096783,163.8,0.006017518043518,10,19067.51111111111,Benign,Benign,0.9679725170135498,0.032027468085289
10.2,6,63.91,3809.678825752071,0.0,0.0,0.01,0.0,0.5,0.0,0.0,50,0,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94086,60,1514,940.86,576.873934025083,940.86,0.0004001307487487,100,332783.5357575758,Malicious,Malicious,0.0,1.0
24.0,6,82.9,148.685677013173,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,1695,66,761,169.5,221.6880942024427,169.5,0.00725998878479,10,49145.61111111111,Malicious,Benign,0.8927054405212402,0.10729455947875977
10.0,6,64.0,2337.493033727903,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0004314684867858,100,328181.8181818182,Malicious,Malicious,0.0,1.0
10.0,6,64.0,2038.197147508322,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0004906415939331,100,328181.8181818182,Malicious,Malicious,0.0,1.0
29.6,6,96.2,49.759690216772334,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,7002,66,1954,700.2,730.2031376420003,700.2,0.0201220035552978,10,533196.6222222222,Benign,Benign,0.9980279803276062,0.001972027588635683
10.04,6,63.78,4057.132355074917,0.0,0.01,0.0,0.0,0.5,0.0,0.0,50,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92946,60,1514,929.46,576.6974491696557,929.46,0.0002464985847473,100,332579.9478787875,Malicious,Malicious,0.0,1.0
10.2,6,64.41,3198.8773471224395,0.0,0.01,0.0,0.0,0.5,0.0,0.0,50,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01,0.0,1.0,1.0,92684,74,1514,926.84,579.8238102295311,926.84,0.0003126192092895,100,336195.65090909123,Malicious,Malicious,0.0,1.0
9.88,6,63.3,3636.627216369706,0.0,0.0,0.01,0.0,0.48,0.0,0.0,48,0,0,1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.02,0.0,0.0,0.98,0.98,91009,60,1514,910.09,585.7387650728701,910.09,0.0002749896049499,100,343089.90090909094,Malicious,Malicious,0.0,1.0
12.0,17,57.6,79.43125736210378,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,863,60,317,86.3,81.08164609412745,86.3,0.0130132913589477,10,6574.233333333334,Benign,Benign,0.9962753653526306,0.003724633250385523
9.88,6,65.28,958.570978018914,0.01,0.0,0.0,0.0,0.49,0.0,0.0,49,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.0,0.01,0.0,1.0,1.0,91240,60,1514,912.4,583.0277641222356,912.4,0.0010432291030883,100,339921.3737373732,Malicious,Malicious,0.0,1.0
10.16,6,63.03,1703.4574349268753,0.0,0.01,0.0,0.0,0.49,0.0,0.0,49,1,0,0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.02,0.0,0.01,0.0,0.0,0.99,0.99,91094,60,1514,910.94,584.6342518915982,910.94,0.0005870509147644,100,341797.2084848487,Malicious,Malicious,0.0,1.0
10.44,6,63.78,3884.837819313488,0.0,0.0,0.0,0.0,0.51,0.0,0.0,51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94092,66,1514,940.92,576.7816960068039,940.92,0.0002594995498657,100,332677.1248484852,Malicious,Malicious,0.0,1.0
29.6,6,78.1,71.74484360620855,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9,0,0,0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2703,60,624,270.3,250.84348816653693,270.3,0.0156883955001831,10,62922.45555555556,Benign,Benign,0.9950000047683716,0.004999999888241291
29.6,6,164.7,170.12257347513244,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1768,66,920,176.8,266.98847249356004,176.8,0.0068403005599975,10,71282.84444444446,Benign,Benign,0.9943687915802002,0.005631214007735252
32.0,6,64.0,2268.049532255448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,1514,1514,1514.0,0.0,1514.0,0.0008744955062866,10,0.0,Benign,Benign,0.999930739402771,6.923417095094919e-05
10.0,6,64.0,1117.2565534840485,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0008950495719909,100,328181.8181818182,Malicious,Malicious,0.0,1.0
10.0,6,64.0,2553.3610120170943,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0003954720497131,100,328181.8181818182,Malicious,Malicious,0.0,1.0
11.52,6,64.46,1380.6453736590377,0.0,0.0,0.15,0.0,0.42,0.0,0.0,42,0,0,15,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.02,0.0,0.0,0.98,0.98,79942,60,1514,799.42,620.858922474471,799.42,0.0007243108749389,100,385465.80161616113,Malicious,Malicious,0.0,1.0
10.0,6,63.36,2060.0302548083537,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,94086,60,1514,940.86,576.873934025083,940.86,0.0004886198043823,100,332783.5357575758,Malicious,Malicious,0.0,1.0
29.6,6,99.2,33.43164425697299,0.0,0.0,0.0,0.4,0.9,0.0,0.0,9,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1030,66,214,103.0,56.42694391866354,103.0,0.0306493997573852,10,3184.0,Malicious,Benign,0.6077843308448792,0.39221566915512085
9.8,6,63.36,4949.790528340631,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92946,60,1514,929.46,576.6974491696557,929.46,0.0002020406723022,100,332579.9478787875,Malicious,Malicious,0.0,1.0
32.8,6,227.3,598.2291191236878,0.0,0.1,0.0,0.7,1.0,0.0,0.0,10,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17984,66,2922,1798.4,1285.924414574978,1798.4,0.001737093925476,10,1653601.6,Benign,Benign,0.9628618359565735,0.037138160318136215
15.2,17,94.9,51.30866764937949,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,2178,60,1239,217.8,364.555376070937,217.8,0.0201185941696167,10,132900.62222222227,Benign,Benign,0.7376156449317932,0.2623843550682068
32.0,6,64.0,805.2033019773469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18036,1514,4410,1803.6,915.7956103847628,1803.6,0.0012555122375488,10,838681.6000000001,Benign,Benign,0.996867299079895,0.0031326913740485907
9.6,6,60.16,710.6255728728099,0.0,0.0,0.02,0.0,0.46,0.0,0.0,46,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.06,0.0,0.0,0.94,0.94,87328,60,1514,873.28,600.0194959795517,873.28,0.0014072203636169,100,360023.39555555524,Malicious,Malicious,0.0,1.0
14.88,6,63.2,2666.9447447065554,0.0,0.0,0.49,0.0,0.25,0.0,0.0,25,0,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.01,0.0,0.01,0.0,0.0,0.99,0.99,49886,60,1514,498.86,602.6825054904461,498.86,0.0003749704360961,100,363226.2024242416,Malicious,Malicious,0.0,1.0
24.4,6,80.5,69.07467396119648,0.1,0.1,0.0,0.0,0.7,0.0,0.0,7,1,1,0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,764,60,152,76.4,27.54874467799456,76.4,0.0194290876388549,10,758.9333333333333,Benign,Benign,0.9753648042678833,0.024635225534439087
32.0,6,231.0,1485.0247840249256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.000673484802246,10,0.0,Benign,Benign,0.9999291300773621,7.087970152497292e-05
10.2,6,64.0,2872.732253910852,0.0,0.0,0.0,0.0,0.51,0.0,0.0,51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,95540,374,1514,955.4,572.7569689270888,955.4,0.000350341796875,100,328050.5454545461,Malicious,Malicious,0.0,1.0
10.04,6,65.91,1774.2102502495727,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.49,0.02,0.0,0.0,0.0,0.0,0.49,0.03,0.0,0.0,0.0,0.0,1.0,1.0,92546,89,1514,925.46,581.2975110592132,925.46,0.000566029548645,100,337906.79636363604,Malicious,Malicious,0.0,1.0
10.04,6,63.77,690.8411707542042,0.0,0.01,0.0,0.0,0.5,0.0,0.0,50,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92946,60,1514,929.46,576.6974491696557,929.46,0.0014522004127502,100,332579.9478787875,Malicious,Malicious,0.0,1.0
22.0,6,122.5,71.30999236626946,0.1,0.0,0.0,0.2,0.7,0.0,0.0,7,0,1,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,959,60,230,95.9,57.132302596692185,95.9,0.0143251895904541,10,3264.1000000000004,Malicious,Benign,0.9876192212104797,0.012380775064229965
32.0,6,231.0,1411.6532040926224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.00101318359375,10,0.0,Benign,Benign,0.9999479055404663,5.211232928559184e-05
10.0,6,64.0,2648.7218348994643,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0003813409805297,100,328181.8181818182,Malicious,Malicious,0.0,1.0
9.84,6,63.72,1480.5794809522465,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.48,0.03,0.0,0.01,0.0,0.0,0.99,0.99,90965,60,1514,909.65,586.2533388158458,909.65,0.0006766510009765,100,343692.9772727269,Malicious,Malicious,0.0,1.0
8.68,6,58.23,1311.6463502348531,0.0,0.0,0.0,0.0,0.43,0.0,0.0,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.01,0.0,0.12,0.0,0.0,0.88,0.88,82365,60,1514,823.65,610.7604859616586,823.65,0.0007624101638793,100,373028.3712121213,Malicious,Malicious,0.0,1.0
12.8,17,66.5,366.2859687884795,0.1,0.0,0.0,0.1,0.2,0.0,0.0,2,0,1,0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1716,60,660,171.6,207.46148236881623,171.6,0.0027397871017456,10,43040.266666666656,Benign,Benign,0.8516433835029602,0.1483566164970398
26.0,6,118.8,24.273140423886883,0.0,0.0,0.0,0.6,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1551,66,230,155.1,53.53389372890578,155.1,0.0411978960037231,10,2865.8777777777777,Benign,Benign,0.6753093004226685,0.32469072937965393
9.36,6,65.38,284.44000778525185,0.01,0.03,0.0,0.0,0.4,0.0,0.0,40,3,1,0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.42,0.06,0.0,0.1,0.04,0.0,0.9,0.9,75029,60,1514,750.29,611.5084064934194,750.29,0.003547351360321,100,373942.5312121211,Malicious,Malicious,0.0,1.0
30.4,6,77.3,66.16696403358905,0.2,0.1,0.0,0.3,0.9,0.0,0.0,9,1,2,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1180,66,317,118.0,88.8631907297204,118.0,0.0155186891555786,10,7896.666666666667,Benign,Benign,0.9995816349983215,0.00041834876174107194
10.4,6,70.59,1523.99334345864,0.01,0.01,0.0,0.02,0.5,0.0,0.0,50,1,1,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.01,0.0,0.0,0.99,0.99,89698,60,1514,896.98,586.6669934572094,896.98,0.0006561708450317,100,344178.1612121213,Malicious,Malicious,0.0,1.0
26.4,6,57.2,83.1878015934248,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,8347,60,1514,834.7,719.9759332397468,834.7,0.0148262977600097,10,518365.3444444444,Benign,Benign,0.9966381788253784,0.0033618255984038115
9.96,6,63.36,1469.010468655326,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.02,0.0,0.01,0.0,0.0,0.99,0.99,92378,60,1514,923.78,583.5670800942229,923.78,0.0007775497436523,100,340550.5369696971,Malicious,Malicious,0.0,1.0
10.12,6,65.74,2679.090682626775,0.0,0.0,0.0,0.01,0.5,0.0,0.0,50,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,93008,122,1514,930.08,575.7858692888593,930.08,0.0003732705116271,100,331529.36727272737,Malicious,Malicious,0.0,1.0
32.0,6,181.2,7152.633015006822,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004,66,2962,500.4,977.3255115648806,500.4,0.0001398086547851,10,955165.1555555556,Benign,Benign,0.9998614192008972,0.00013860945182386786
9.84,6,62.81,1298.228606625624,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.03,0.0,0.01,0.0,0.0,0.99,0.99,90864,60,1514,908.64,587.678114328419,908.64,0.0007702898979187,100,345365.56606060633,Malicious,Malicious,0.0,1.0
29.6,6,80.7,385.6831264367816,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,20570,60,4410,2057.0,1539.304677082769,2057.0,0.0026724100112915,10,2369458.888888889,Benign,Benign,0.999779999256134,0.00021997168369125575
10.16,6,68.18,1724.7308644412096,0.0,0.0,0.0,0.02,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,1.0,1.0,91205,105,1514,912.05,583.0095963137645,912.05,0.0005798006057739,100,339900.1893939387,Malicious,Malicious,0.0,1.0
9.56,6,64.55,1477.387812610074,0.0,0.0,0.0,0.0,0.47,0.0,0.0,47,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.47,0.02,0.0,0.02,0.01,0.0,0.98,0.98,89696,60,1514,896.96,586.7414194799388,896.96,0.0006790304183959,100,344265.4933333336,Malicious,Malicious,0.0,1.0
32.0,6,96.1,798.4739857983209,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9454,66,1514,945.4,734.6969443246651,945.4,0.001295781135559,10,539779.6000000001,Benign,Benign,0.9961251020431519,0.0038748737424612045
29.6,6,184.9,60.79573735941823,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,960,66,230,96.0,55.88877844035917,96.0,0.0183642148971557,10,3123.555555555556,Benign,Benign,0.9982925057411194,0.0017075201030820608
